                2012                   1                   1                   3                   1                   1                   0                   2                   2                   0                   1                   3                   2                   1                   1                   2                  -1                   2                   2                7470                   5                  22                  16                   3                79.4
                2012                   1                   1                   3                   1                   1                   0                   2                   2                   0                   3                  -1                  -1                  -1                   2                   2                  -1                   2                   2                 770                   5                  21                  12                   1                72.5
                2012                   1                   3                   6                   2                   1                  12                   2                   2                   0                   3                  -1                  -1                  -1                   3                   1                  -1                   2                   2                6070                   1                  42                  12                   1                95.6
                2012                   2                   1                   5                   1                   1                   0                   0                   0                   0                   2                  -1                  -1                  -1                   4                   8                  -1                   2                   2                6990                   1                  49                  13                   1                93.7
                2012                   2                   2                   3                   2                   1                   0                   0                   0                  43                   2                   2                   2                   1                   5                   5                  -1                   2                   1                9470                   4                  70                  16                   3                54.8
                2012                   2                   1                   1                   2                   1                   0                   0                   0                   0                   1                   3                   2                   1                   6                   8                  -1                   2                   2                7290                   2                  50                  19                   3                97.3
                2012                   2                   1                   3                   2                   1                   0                   0                   0                   0                   2                  -1                   2                   4                   7                   7                  -1                   2                   2                5190                   1                  35                  15                   2                55.9
                2012                   2                   3                   4                   2                   2                   0                   0                   0                   0                   3                  -1                  -1                  -1                   8                   7                  -1                   0                   0                   0                   4                  24                  11                   0                 0.0
                2012                   2                   2                   8                   2                   1                   0                   0                   0                   0                   1                  -1                  -1                  -1                   9                   7                  -1                   0                   0                   0                   1                  28                   9                   0                 0.0
                2012                   2                   1                   3                   2                   1                  12                   1                   2                  12                   3                   3                   2                   1                  10                   1                  -1                   2                   2                9170                   5                  28                  17                   3                86.3
                2012                   1                   1                   4                   1                   1                   0                   0                   0                   0                   1                  -1                  -1                  -1                  11                   8                  -1                   2                   2                 770                   3                  55                  10                   0                35.1
                2012                   2                   2                   3                   2                   1                   6                   2                   2                   0                   2                   1                   2                   2                  12                   2                  -1                   8                   2                9290                   5                  36                  16                   3                45.4
                2012                   2                   1                   1                   2                   1                   0                   0                   0                   0                   3                  -1                  -1                  -1                  13                   7                  -1                   0                   0                   0                   5                  28                  12                   1                 0.0
                2012                   2                   2                   4                   1                   1                   0                   0                   0                   0                   1                  -1                  -1                  -1                  14                   8                  -1                   2                   1                7860                   3                  59                  12                   1                58.8
                2012                   1                   3                   3                   0                   2                  10                   2                   2                   0                   2                  -1                  -1                  -1                  15                   2                  -1                   2                   2                8680                   5                  52                   4                   0                27.1
                2012                   2                   2                   4                   1                   1                  12                   2                   2                   0                   3                  -1                  -1                  -1                  16                   1                  -1                   2                   2                8190                   5                  35                  13                   1                62.7
                2012                   1                   1                   1                   0                   2                  12                   2                   2                   0                   2                  -1                  -1                  -1                  17                   1                  -1                   2                   2                 770                   1                  36                  12                   1                20.4
                2012                   2                   2                   4                   2                   1                  12                   2                   1                   0                   2                  -1                  -1                  -1                  18                   1                  -1                   2                   2                8290                   3                  47                  13                   1                76.9
                2012                   1                   3                   5                   0                   2                  12                   2                   1                   0                   3                  -1                  -1                  -1                  19                   1                  -1                   2                   2                6390                   1                  55                  12                   1                24.1
                2012                   2                   3                   6                   2                   1                   0                   0                   0                   0                   1                  -1                  -1                  -1                  20                   6                  -1                   0                   0                   0                   5                  18                  12                   1                 0.0
                2012                   2                   3                   3                   0                   2                   0                   0                   0                   0                   3                  -1                  -1                  -1                  21                   4                  -1                   2                   1                1680                   4                  76                   0                   0                16.5
                2012                   1                   3                   6                   2                   2                   0                   2                   2                   0                   3                  -1                  -1                  -1                  22                   1                  -1                   2                   2                5670                   5                  39                  10                   0                38.3
                2012                   1                   1                   5                   2                   1                  12                   1                   2                  70                   2                  -1                   2                   4                  23                   1                  -1                   2                   1                6370                   1                  54                  14                   2                68.6
                2012                   2                   3                   3                   2                   2                  12                   2                   2                   0                   2                  -1                  -1                  -1                  24                   1                  -1                   2                   2                7970                   1                  45                  16                   2                86.7
                2012                   1                   1                   4                   2                   1                   0                   0                   0                   0                   2                  -1                  -1                  -1                  25                   5                  -1                   2                   2                 590                   1                  71                  12                   1                95.0
                2012                   2                   1                   6                   0                   2                  13                   2                   2                  25                   3                  -1                  -1                  -1                  26                   1                  -1                   2                   2                6990                   1                  42                  17                   3                79.9
                2012                   1                   1                   5                   2                   1                  10                   2                   2                   0                   1                  -1                  -1                  -1                  27                   1                  -1                   2                   2                7070                   5                  22                  15                   1                57.6
                2012                   1                   1                   6                   2                   1                   0                   0                   0                   0                   1                  -1                  -1                  -1                  28                   7                  -1                   0                   0                   0                   1                  50                  10                   0                 0.0
                2012                   2                   2                   6                   2                   1                   0                   0                   0                   0                   2                   1                   2                   2                  29                   5                  -1                   2                   1                7870                   2                  81                  16                   3                57.6
                2012                   2                   1                   2                   3                   1                   8                   2                   2                   0                   1                  -1                  -1                  -1                  30                   2                  -1                   2                   2                7970                   4                  44                  13                   1                58.7
                2012                   1                   1                   6                   2                   1                   0                   0                   0                   9                   3                  -1                  -1                  -1                  31                   5                  -1                   2                   1                9570                   5                  78                  16                   3                93.7
                2012                   2                   1                   5                   2                   1                  12                   1                   2                   0                   2                  -1                   2                   4                  32                   1                  -1                   2                   2                8560                   3                  63                  14                   2                56.1
                2012                   1                   1                   6                   2                   1                   0                   0                   0                  18                   2                   3                   2                   2                  33                   5                  -1                   2                   2                6680                   1                  73                  19                   4                94.4
                2012                   1                   3                   3                   0                   2                  12                   2                   2                  72                   3                  -1                  -1                  -1                  34                   1                  -1                   2                   2                6680                   1                  40                  16                   3                95.6
